oa11cd,all,w,p_w,w_b,p_w_b,w_i,p_w_i,w_g,p_w_g,w_o,p_w_o,m,p_m,m_wbc,p_m_wbc,m_wba,p_m_wba,m_w_a,p_m_w_a,m_o,p_m_o,a,p_a,a_i,p_a_i,a_p,p_a_p,a_b,p_a_b,a_c,p_a_c,a_o,p_a_o,b,p_b,b_a,p_b_a,b_c,p_b_c,b_o,p_b_o,o,p_o,o_a,p_o_a,o_o,p_o_o
E00068766,389,180,46.3,161,41.4,4,1,0,0,15,3.9,31,8,16,4.1,2,0.5,9,2.3,4,1,52,13.4,39,10,1,0.3,0,0,1,0.3,11,2.8,95,24.4,75,19.3,2,0.5,18,4.6,31,8,2,0.5,29,7.5
E00068767,378,239,63.2,223,59,1,0.3,0,0,15,4,21,5.6,12,3.2,4,1.1,0,0,5,1.3,37,9.8,20,5.3,5,1.3,0,0,0,0,12,3.2,78,20.6,42,11.1,2,0.5,34,9,3,0.8,0,0,3,0.8
E00068768,373,214,57.4,178,47.7,0,0,9,2.4,27,7.2,20,5.4,3,0.8,0,0,13,3.5,4,1.1,24,6.4,6,1.6,0,0,1,0.3,10,2.7,7,1.9,110,29.5,67,18,8,2.1,35,9.4,5,1.3,1,0.3,4,1.1
E00068769,328,211,64.3,204,62.2,3,0.9,0,0,4,1.2,11,3.4,9,2.7,2,0.6,0,0,0,0,82,25,79,24.1,2,0.6,0,0,0,0,1,0.3,23,7,11,3.4,9,2.7,3,0.9,1,0.3,1,0.3,0,0
E00068770,387,223,57.6,213,55,0,0,0,0,10,2.6,30,7.8,13,3.4,6,1.6,6,1.6,5,1.3,36,9.3,25,6.5,4,1,0,0,2,0.5,5,1.3,83,21.4,61,15.8,10,2.6,12,3.1,15,3.9,8,2.1,7,1.8
E00068771,381,194,50.9,184,48.3,3,0.8,0,0,7,1.8,16,4.2,10,2.6,1,0.3,2,0.5,3,0.8,55,14.4,21,5.5,8,2.1,0,0,2,0.5,24,6.3,93,24.4,77,20.2,10,2.6,6,1.6,23,6,4,1,19,5
E00068772,315,157,49.8,120,38.1,0,0,1,0.3,36,11.4,26,8.3,11,3.5,6,1.9,4,1.3,5,1.6,28,8.9,20,6.3,3,1,0,0,1,0.3,4,1.3,87,27.6,69,21.9,7,2.2,11,3.5,17,5.4,0,0,17,5.4
E00068773,462,327,70.8,296,64.1,0,0,0,0,31,6.7,21,4.5,1,0.2,4,0.9,9,1.9,7,1.5,37,8,16,3.5,6,1.3,0,0,5,1.1,10,2.2,65,14.1,48,10.4,8,1.7,9,1.9,12,2.6,1,0.2,11,2.4
E00068774,545,281,51.6,236,43.3,2,0.4,4,0.7,39,7.2,27,5,12,2.2,3,0.6,6,1.1,6,1.1,66,12.1,31,5.7,5,0.9,0,0,1,0.2,29,5.3,153,28.1,108,19.8,18,3.3,27,5,18,3.3,1,0.2,17,3.1
E00068775,266,164,61.7,155,58.3,2,0.8,0,0,7,2.6,6,2.3,5,1.9,0,0,0,0,1,0.4,40,15,15,5.6,0,0,0,0,0,0,25,9.4,49,18.4,20,7.5,18,6.8,11,4.1,7,2.6,0,0,7,2.6
E00068776,270,213,78.9,202,74.8,2,0.7,0,0,9,3.3,19,7,11,4.1,0,0,3,1.1,5,1.9,16,5.9,11,4.1,3,1.1,0,0,0,0,2,0.7,14,5.2,8,3,3,1.1,3,1.1,8,3,3,1.1,5,1.9
E00068777,368,218,59.2,211,57.3,1,0.3,0,0,6,1.6,23,6.2,8,2.2,1,0.3,3,0.8,11,3,30,8.2,10,2.7,4,1.1,6,1.6,1,0.3,9,2.4,84,22.8,71,19.3,10,2.7,3,0.8,13,3.5,6,1.6,7,1.9
E00068778,366,243,66.4,224,61.2,2,0.5,1,0.3,16,4.4,20,5.5,18,4.9,0,0,0,0,2,0.5,32,8.7,20,5.5,1,0.3,0,0,0,0,11,3,66,18,50,13.7,7,1.9,9,2.5,5,1.4,1,0.3,4,1.1
E00068779,303,195,64.4,185,61.1,1,0.3,0,0,9,3,22,7.3,5,1.7,2,0.7,5,1.7,10,3.3,53,17.5,28,9.2,4,1.3,1,0.3,1,0.3,19,6.3,29,9.6,24,7.9,4,1.3,1,0.3,4,1.3,0,0,4,1.3
E00068780,324,138,42.6,129,39.8,1,0.3,0,0,8,2.5,7,2.2,1,0.3,1,0.3,3,0.9,2,0.6,126,38.9,78,24.1,5,1.5,0,0,5,1.5,38,11.7,49,15.1,43,13.3,0,0,6,1.9,4,1.2,1,0.3,3,0.9
E00068781,299,163,54.5,158,52.8,0,0,0,0,5,1.7,12,4,6,2,1,0.3,4,1.3,1,0.3,48,16.1,25,8.4,8,2.7,0,0,2,0.7,13,4.3,72,24.1,59,19.7,4,1.3,9,3,4,1.3,0,0,4,1.3
E00068782,337,173,51.3,162,48.1,1,0.3,0,0,10,3,20,5.9,13,3.9,1,0.3,3,0.9,3,0.9,29,8.6,15,4.5,4,1.2,0,0,3,0.9,7,2.1,94,27.9,82,24.3,8,2.4,4,1.2,21,6.2,6,1.8,15,4.5
E00068783,313,203,64.9,192,61.3,0,0,0,0,11,3.5,10,3.2,5,1.6,0,0,3,1,2,0.6,26,8.3,11,3.5,2,0.6,0,0,1,0.3,12,3.8,51,16.3,33,10.5,9,2.9,9,2.9,23,7.3,0,0,23,7.3
E00068784,450,40,8.9,35,7.8,1,0.2,0,0,4,0.9,2,0.4,0,0,0,0,1,0.2,1,0.2,395,87.8,366,81.3,6,1.3,7,1.6,0,0,16,3.6,0,0,0,0,0,0,0,0,13,2.9,0,0,13,2.9
E00068785,399,31,7.8,28,7,1,0.3,0,0,2,0.5,4,1,1,0.3,0,0,2,0.5,1,0.3,350,87.7,260,65.2,0,0,2,0.5,1,0.3,87,21.8,8,2,8,2,0,0,0,0,6,1.5,1,0.3,5,1.3
E00068786,439,26,5.9,21,4.8,0,0,0,0,5,1.1,5,1.1,1,0.2,1,0.2,3,0.7,0,0,401,91.3,353,80.4,9,2.1,0,0,4,0.9,35,8,1,0.2,1,0.2,0,0,0,0,6,1.4,0,0,6,1.4
E00068787,417,22,5.3,19,4.6,0,0,1,0.2,2,0.5,2,0.5,0,0,0,0,2,0.5,0,0,371,89,340,81.5,10,2.4,0,0,2,0.5,19,4.6,8,1.9,5,1.2,1,0.2,2,0.5,14,3.4,0,0,14,3.4
E00068788,462,64,13.9,60,13,0,0,0,0,4,0.9,8,1.7,2,0.4,0,0,3,0.6,3,0.6,354,76.6,284,61.5,16,3.5,5,1.1,2,0.4,47,10.2,23,5,12,2.6,8,1.7,3,0.6,13,2.8,5,1.1,8,1.7
E00068789,335,70,20.9,55,16.4,2,0.6,0,0,13,3.9,10,3,0,0,0,0,3,0.9,7,2.1,231,69,212,63.3,7,2.1,0,0,0,0,12,3.6,14,4.2,8,2.4,6,1.8,0,0,10,3,0,0,10,3
E00068790,483,28,5.8,17,3.5,0,0,0,0,11,2.3,1,0.2,0,0,0,0,1,0.2,0,0,441,91.3,407,84.3,3,0.6,0,0,4,0.8,27,5.6,5,1,5,1,0,0,0,0,8,1.7,0,0,8,1.7
E00068791,583,90,15.4,70,12,0,0,6,1,14,2.4,6,1,1,0.2,0,0,4,0.7,1,0.2,473,81.1,381,65.4,11,1.9,13,2.2,3,0.5,65,11.1,4,0.7,0,0,4,0.7,0,0,10,1.7,0,0,10,1.7
E00068792,313,25,8,20,6.4,1,0.3,0,0,4,1.3,18,5.8,8,2.6,0,0,3,1,7,2.2,236,75.4,208,66.5,8,2.6,0,0,0,0,20,6.4,26,8.3,18,5.8,3,1,5,1.6,8,2.6,6,1.9,2,0.6
E00068793,488,51,10.5,42,8.6,1,0.2,0,0,8,1.6,10,2,8,1.6,0,0,1,0.2,1,0.2,413,84.6,311,63.7,17,3.5,34,7,2,0.4,49,10,9,1.8,3,0.6,5,1,1,0.2,5,1,0,0,5,1
E00068794,335,166,49.6,157,46.9,1,0.3,3,0.9,5,1.5,16,4.8,1,0.3,0,0,14,4.2,1,0.3,142,42.4,116,34.6,13,3.9,0,0,4,1.2,9,2.7,2,0.6,1,0.3,1,0.3,0,0,9,2.7,3,0.9,6,1.8
E00068795,447,38,8.5,33,7.4,1,0.2,0,0,4,0.9,7,1.6,2,0.4,0,0,5,1.1,0,0,396,88.6,329,73.6,1,0.2,0,0,4,0.9,62,13.9,6,1.3,0,0,5,1.1,1,0.2,0,0,0,0,0,0
E00068796,372,44,11.8,43,11.6,0,0,0,0,1,0.3,6,1.6,2,0.5,0,0,4,1.1,0,0,303,81.5,246,66.1,6,1.6,0,0,4,1.1,47,12.6,17,4.6,13,3.5,0,0,4,1.1,2,0.5,0,0,2,0.5
E00068797,435,65,14.9,46,10.6,0,0,0,0,19,4.4,5,1.1,0,0,0,0,5,1.1,0,0,339,77.9,282,64.8,1,0.2,6,1.4,3,0.7,47,10.8,4,0.9,0,0,0,0,4,0.9,22,5.1,1,0.2,21,4.8
E00068798,317,71,22.4,51,16.1,0,0,0,0,20,6.3,20,6.3,10,3.2,0,0,8,2.5,2,0.6,208,65.6,150,47.3,12,3.8,0,0,4,1.3,42,13.2,15,4.7,15,4.7,0,0,0,0,3,0.9,0,0,3,0.9
E00068799,401,58,14.5,52,13,0,0,0,0,6,1.5,8,2,3,0.7,0,0,3,0.7,2,0.5,320,79.8,271,67.6,1,0.2,2,0.5,1,0.2,45,11.2,7,1.7,1,0.2,4,1,2,0.5,8,2,3,0.7,5,1.2
E00068800,302,98,32.5,87,28.8,0,0,0,0,11,3.6,13,4.3,6,2,0,0,6,2,1,0.3,155,51.3,115,38.1,4,1.3,5,1.7,1,0.3,30,9.9,33,10.9,20,6.6,7,2.3,6,2,3,1,2,0.7,1,0.3
E00068801,331,42,12.7,24,7.3,1,0.3,0,0,17,5.1,6,1.8,1,0.3,2,0.6,3,0.9,0,0,274,82.8,219,66.2,7,2.1,0,0,0,0,48,14.5,7,2.1,5,1.5,2,0.6,0,0,2,0.6,2,0.6,0,0
E00068802,477,25,5.2,18,3.8,1,0.2,0,0,6,1.3,4,0.8,0,0,3,0.6,1,0.2,0,0,426,89.3,379,79.5,9,1.9,0,0,3,0.6,35,7.3,18,3.8,14,2.9,0,0,4,0.8,4,0.8,0,0,4,0.8
E00068803,463,55,11.9,35,7.6,1,0.2,0,0,19,4.1,12,2.6,7,1.5,0,0,1,0.2,4,0.9,375,81,308,66.5,4,0.9,0,0,16,3.5,47,10.2,9,1.9,5,1.1,1,0.2,3,0.6,12,2.6,0,0,12,2.6
E00068804,245,27,11,24,9.8,2,0.8,0,0,1,0.4,15,6.1,0,0,0,0,13,5.3,2,0.8,188,76.7,158,64.5,1,0.4,0,0,0,0,29,11.8,12,4.9,7,2.9,3,1.2,2,0.8,3,1.2,0,0,3,1.2
E00068805,487,53,10.9,48,9.9,2,0.4,0,0,3,0.6,12,2.5,3,0.6,2,0.4,3,0.6,4,0.8,404,83,368,75.6,5,1,0,0,0,0,31,6.4,17,3.5,11,2.3,6,1.2,0,0,1,0.2,0,0,1,0.2
E00068806,312,48,15.4,40,12.8,0,0,0,0,8,2.6,7,2.2,4,1.3,0,0,2,0.6,1,0.3,246,78.8,215,68.9,13,4.2,4,1.3,0,0,14,4.5,6,1.9,1,0.3,3,1,2,0.6,5,1.6,0,0,5,1.6
E00068807,362,215,59.4,213,58.8,1,0.3,0,0,1,0.3,16,4.4,11,3,0,0,3,0.8,2,0.6,107,29.6,70,19.3,14,3.9,0,0,0,0,23,6.4,24,6.6,13,3.6,1,0.3,10,2.8,0,0,0,0,0,0
E00068808,467,39,8.4,30,6.4,1,0.2,0,0,8,1.7,11,2.4,3,0.6,0,0,7,1.5,1,0.2,398,85.2,351,75.2,13,2.8,0,0,0,0,34,7.3,10,2.1,5,1.1,3,0.6,2,0.4,9,1.9,0,0,9,1.9
E00068809,427,34,8,12,2.8,0,0,0,0,22,5.2,6,1.4,1,0.2,1,0.2,2,0.5,2,0.5,356,83.4,300,70.3,12,2.8,8,1.9,2,0.5,34,8,13,3,4,0.9,0,0,9,2.1,18,4.2,1,0.2,17,4
E00068810,340,212,62.4,209,61.5,0,0,0,0,3,0.9,27,7.9,15,4.4,2,0.6,10,2.9,0,0,93,27.4,82,24.1,2,0.6,3,0.9,0,0,6,1.8,7,2.1,5,1.5,2,0.6,0,0,1,0.3,1,0.3,0,0
E00068811,401,61,15.2,45,11.2,1,0.2,0,0,15,3.7,2,0.5,1,0.2,1,0.2,0,0,0,0,331,82.5,306,76.3,1,0.2,0,0,3,0.7,21,5.2,7,1.7,1,0.2,6,1.5,0,0,0,0,0,0,0,0
E00068812,268,80,29.9,72,26.9,3,1.1,0,0,5,1.9,7,2.6,3,1.1,1,0.4,3,1.1,0,0,154,57.5,126,47,12,4.5,0,0,0,0,16,6,17,6.3,13,4.9,2,0.7,2,0.7,10,3.7,3,1.1,7,2.6
E00068813,358,152,42.5,139,38.8,7,2,0,0,6,1.7,5,1.4,0,0,0,0,2,0.6,3,0.8,183,51.1,163,45.5,3,0.8,0,0,0,0,17,4.7,4,1.1,0,0,4,1.1,0,0,14,3.9,0,0,14,3.9
E00068814,319,256,80.3,205,64.3,0,0,0,0,51,16,5,1.6,2,0.6,1,0.3,0,0,2,0.6,37,11.6,24,7.5,0,0,0,0,1,0.3,12,3.8,19,6,12,3.8,4,1.3,3,0.9,2,0.6,2,0.6,0,0
E00068815,432,342,79.2,322,74.5,2,0.5,0,0,18,4.2,32,7.4,19,4.4,4,0.9,5,1.2,4,0.9,13,3,10,2.3,2,0.5,0,0,0,0,1,0.2,40,9.3,31,7.2,8,1.9,1,0.2,5,1.2,0,0,5,1.2
E00068816,401,364,90.8,347,86.5,4,1,0,0,13,3.2,6,1.5,4,1,1,0.2,0,0,1,0.2,16,4,4,1,7,1.7,0,0,0,0,5,1.2,15,3.7,12,3,3,0.7,0,0,0,0,0,0,0,0
E00068817,335,261,77.9,251,74.9,2,0.6,0,0,8,2.4,22,6.6,13,3.9,2,0.6,7,2.1,0,0,34,10.1,17,5.1,3,0.9,9,2.7,0,0,5,1.5,18,5.4,10,3,7,2.1,1,0.3,0,0,0,0,0,0
E00068818,323,273,84.5,253,78.3,3,0.9,3,0.9,14,4.3,9,2.8,3,0.9,2,0.6,4,1.2,0,0,23,7.1,21,6.5,0,0,0,0,2,0.6,0,0,18,5.6,7,2.2,11,3.4,0,0,0,0,0,0,0,0
E00068819,407,354,87,333,81.8,0,0,0,0,21,5.2,9,2.2,7,1.7,2,0.5,0,0,0,0,20,4.9,7,1.7,0,0,0,0,0,0,13,3.2,21,5.2,14,3.4,7,1.7,0,0,3,0.7,3,0.7,0,0
E00068820,411,226,55,185,45,8,1.9,0,0,33,8,23,5.6,8,1.9,8,1.9,2,0.5,5,1.2,127,30.9,103,25.1,0,0,0,0,7,1.7,17,4.1,15,3.6,6,1.5,8,1.9,1,0.2,20,4.9,10,2.4,10,2.4
E00068821,342,285,83.3,271,79.2,3,0.9,1,0.3,10,2.9,14,4.1,5,1.5,2,0.6,7,2,0,0,12,3.5,9,2.6,0,0,0,0,0,0,3,0.9,31,9.1,30,8.8,0,0,1,0.3,0,0,0,0,0,0
E00068822,356,302,84.8,283,79.5,0,0,0,0,19,5.3,17,4.8,12,3.4,0,0,1,0.3,4,1.1,21,5.9,18,5.1,0,0,0,0,3,0.8,0,0,14,3.9,11,3.1,2,0.6,1,0.3,2,0.6,0,0,2,0.6
E00068823,270,180,66.7,127,47,2,0.7,0,0,51,18.9,8,3,7,2.6,0,0,0,0,1,0.4,63,23.3,48,17.8,0,0,0,0,5,1.9,10,3.7,7,2.6,6,2.2,1,0.4,0,0,12,4.4,0,0,12,4.4
E00068824,391,336,85.9,324,82.9,5,1.3,0,0,7,1.8,14,3.6,3,0.8,1,0.3,3,0.8,7,1.8,20,5.1,10,2.6,5,1.3,0,0,0,0,5,1.3,16,4.1,13,3.3,2,0.5,1,0.3,5,1.3,0,0,5,1.3
E00068825,341,308,90.3,296,86.8,0,0,0,0,12,3.5,7,2.1,5,1.5,1,0.3,1,0.3,0,0,7,2.1,5,1.5,0,0,0,0,0,0,2,0.6,13,3.8,2,0.6,7,2.1,4,1.2,6,1.8,1,0.3,5,1.5
E00068826,330,218,66.1,154,46.7,3,0.9,1,0.3,60,18.2,10,3,5,1.5,1,0.3,2,0.6,2,0.6,60,18.2,50,15.2,3,0.9,5,1.5,0,0,2,0.6,20,6.1,15,4.5,3,0.9,2,0.6,22,6.7,0,0,22,6.7
E00068827,307,259,84.4,235,76.5,4,1.3,8,2.6,12,3.9,7,2.3,1,0.3,2,0.7,0,0,4,1.3,12,3.9,4,1.3,0,0,0,0,1,0.3,7,2.3,26,8.5,23,7.5,3,1,0,0,3,1,0,0,3,1
E00068828,454,402,88.5,372,81.9,5,1.1,4,0.9,21,4.6,15,3.3,5,1.1,2,0.4,8,1.8,0,0,5,1.1,5,1.1,0,0,0,0,0,0,0,0,32,7,31,6.8,0,0,1,0.2,0,0,0,0,0,0
E00068829,394,329,83.5,308,78.2,3,0.8,0,0,18,4.6,31,7.9,20,5.1,5,1.3,4,1,2,0.5,7,1.8,5,1.3,0,0,0,0,0,0,2,0.5,17,4.3,11,2.8,6,1.5,0,0,10,2.5,1,0.3,9,2.3
E00068830,260,161,61.9,156,60,1,0.4,0,0,4,1.5,6,2.3,4,1.5,1,0.4,1,0.4,0,0,50,19.2,21,8.1,0,0,0,0,0,0,29,11.2,30,11.5,20,7.7,4,1.5,6,2.3,13,5,0,0,13,5
E00068831,396,342,86.4,328,82.8,0,0,0,0,14,3.5,23,5.8,6,1.5,7,1.8,5,1.3,5,1.3,25,6.3,23,5.8,0,0,0,0,0,0,2,0.5,5,1.3,4,1,0,0,1,0.3,1,0.3,0,0,1,0.3
E00068832,263,168,63.9,150,57,0,0,0,0,18,6.8,9,3.4,8,3,1,0.4,0,0,0,0,68,25.9,51,19.4,1,0.4,0,0,1,0.4,15,5.7,14,5.3,10,3.8,4,1.5,0,0,4,1.5,0,0,4,1.5
E00068833,345,290,84.1,266,77.1,3,0.9,3,0.9,18,5.2,10,2.9,4,1.2,0,0,2,0.6,4,1.2,16,4.6,2,0.6,0,0,0,0,1,0.3,13,3.8,29,8.4,22,6.4,3,0.9,4,1.2,0,0,0,0,0,0
E00068834,400,280,70,254,63.5,5,1.2,2,0.5,19,4.8,11,2.8,7,1.8,4,1,0,0,0,0,70,17.5,51,12.8,0,0,0,0,2,0.5,17,4.2,37,9.2,27,6.8,3,0.8,7,1.8,2,0.5,2,0.5,0,0
E00068835,201,145,72.1,128,63.7,5,2.5,1,0.5,11,5.5,10,5,8,4,0,0,0,0,2,1,33,16.4,31,15.4,0,0,0,0,0,0,2,1,10,5,5,2.5,4,2,1,0.5,3,1.5,3,1.5,0,0
E00068836,349,295,84.5,268,76.8,2,0.6,4,1.1,21,6,9,2.6,8,2.3,0,0,1,0.3,0,0,16,4.6,12,3.4,0,0,0,0,4,1.1,0,0,25,7.2,20,5.7,3,0.9,2,0.6,4,1.1,2,0.6,2,0.6
E00068837,357,293,82.1,261,73.1,1,0.3,0,0,31,8.7,13,3.6,6,1.7,2,0.6,0,0,5,1.4,36,10.1,24,6.7,6,1.7,0,0,0,0,6,1.7,8,2.2,7,2,1,0.3,0,0,7,2,6,1.7,1,0.3
E00068838,335,193,57.6,157,46.9,1,0.3,0,0,35,10.4,5,1.5,0,0,0,0,5,1.5,0,0,119,35.5,94,28.1,4,1.2,0,0,1,0.3,20,6,9,2.7,4,1.2,5,1.5,0,0,9,2.7,0,0,9,2.7
E00068839,281,120,42.7,88,31.3,2,0.7,0,0,30,10.7,11,3.9,3,1.1,0,0,6,2.1,2,0.7,141,50.2,129,45.9,4,1.4,0,0,1,0.4,7,2.5,1,0.4,0,0,0,0,1,0.4,8,2.8,1,0.4,7,2.5
E00068840,283,235,83,219,77.4,3,1.1,0,0,13,4.6,12,4.2,7,2.5,0,0,3,1.1,2,0.7,22,7.8,12,4.2,1,0.4,0,0,1,0.4,8,2.8,11,3.9,7,2.5,3,1.1,1,0.4,3,1.1,0,0,3,1.1
E00068841,328,148,45.1,127,38.7,0,0,0,0,21,6.4,13,4,7,2.1,0,0,1,0.3,5,1.5,143,43.6,131,39.9,5,1.5,0,0,2,0.6,5,1.5,12,3.7,0,0,11,3.4,1,0.3,12,3.7,0,0,12,3.7
E00068842,241,195,80.9,183,75.9,2,0.8,0,0,10,4.1,5,2.1,4,1.7,0,0,1,0.4,0,0,27,11.2,17,7.1,0,0,0,0,0,0,10,4.1,13,5.4,11,4.6,2,0.8,0,0,1,0.4,1,0.4,0,0
E00068843,331,119,36,97,29.3,2,0.6,0,0,20,6,12,3.6,3,0.9,0,0,6,1.8,3,0.9,177,53.5,134,40.5,9,2.7,0,0,1,0.3,33,10,5,1.5,0,0,5,1.5,0,0,18,5.4,0,0,18,5.4
E00068844,303,243,80.2,229,75.6,1,0.3,0,0,13,4.3,15,5,5,1.7,8,2.6,1,0.3,1,0.3,13,4.3,7,2.3,1,0.3,1,0.3,0,0,4,1.3,32,10.6,11,3.6,18,5.9,3,1,0,0,0,0,0,0
E00068845,343,192,56,177,51.6,1,0.3,1,0.3,13,3.8,2,0.6,0,0,0,0,1,0.3,1,0.3,113,32.9,96,28,0,0,0,0,8,2.3,9,2.6,11,3.2,2,0.6,8,2.3,1,0.3,25,7.3,0,0,25,7.3
E00068846,244,209,85.7,197,80.7,0,0,0,0,12,4.9,8,3.3,6,2.5,2,0.8,0,0,0,0,11,4.5,7,2.9,3,1.2,0,0,0,0,1,0.4,16,6.6,9,3.7,7,2.9,0,0,0,0,0,0,0,0
E00068847,394,307,77.9,276,70.1,3,0.8,0,0,28,7.1,30,7.6,21,5.3,0,0,5,1.3,4,1,2,0.5,0,0,1,0.3,0,0,0,0,1,0.3,49,12.4,46,11.7,2,0.5,1,0.3,6,1.5,0,0,6,1.5
E00068848,254,214,84.3,201,79.1,7,2.8,0,0,6,2.4,11,4.3,2,0.8,0,0,6,2.4,3,1.2,10,3.9,5,2,0,0,0,0,0,0,5,2,15,5.9,6,2.4,5,2,4,1.6,4,1.6,0,0,4,1.6
E00068849,340,291,85.6,268,78.8,4,1.2,0,0,19,5.6,23,6.8,7,2.1,1,0.3,8,2.4,7,2.1,6,1.8,5,1.5,0,0,0,0,0,0,1,0.3,18,5.3,16,4.7,2,0.6,0,0,2,0.6,2,0.6,0,0
E00068850,321,251,78.2,239,74.5,4,1.2,5,1.6,3,0.9,9,2.8,8,2.5,0,0,1,0.3,0,0,4,1.2,3,0.9,0,0,0,0,0,0,1,0.3,57,17.8,42,13.1,7,2.2,8,2.5,0,0,0,0,0,0
E00068851,300,231,77,181,60.3,3,1,43,14.3,4,1.3,25,8.3,18,6,4,1.3,1,0.3,2,0.7,10,3.3,9,3,1,0.3,0,0,0,0,0,0,32,10.7,28,9.3,3,1,1,0.3,2,0.7,1,0.3,1,0.3
E00068852,323,255,78.9,239,74,1,0.3,0,0,15,4.6,14,4.3,8,2.5,0,0,6,1.9,0,0,28,8.7,11,3.4,0,0,0,0,0,0,17,5.3,20,6.2,11,3.4,9,2.8,0,0,6,1.9,2,0.6,4,1.2
E00068853,356,282,79.2,248,69.7,3,0.8,3,0.8,28,7.9,14,3.9,7,2,4,1.1,1,0.3,2,0.6,7,2,2,0.6,3,0.8,0,0,2,0.6,0,0,48,13.5,42,11.8,2,0.6,4,1.1,5,1.4,5,1.4,0,0
E00068854,361,338,93.6,316,87.5,8,2.2,0,0,14,3.9,6,1.7,4,1.1,2,0.6,0,0,0,0,1,0.3,0,0,0,0,0,0,0,0,1,0.3,16,4.4,14,3.9,2,0.6,0,0,0,0,0,0,0,0
E00068855,274,230,83.9,204,74.5,3,1.1,0,0,23,8.4,7,2.6,2,0.7,3,1.1,2,0.7,0,0,15,5.5,13,4.7,0,0,0,0,0,0,2,0.7,21,7.7,12,4.4,5,1.8,4,1.5,1,0.4,0,0,1,0.4
E00068856,454,394,86.8,372,81.9,4,0.9,0,0,18,4,22,4.8,12,2.6,5,1.1,3,0.7,2,0.4,17,3.7,6,1.3,0,0,1,0.2,0,0,10,2.2,18,4,2,0.4,10,2.2,6,1.3,3,0.7,0,0,3,0.7
E00068857,375,287,76.5,281,74.9,1,0.3,0,0,5,1.3,5,1.3,4,1.1,0,0,0,0,1,0.3,8,2.1,5,1.3,0,0,0,0,2,0.5,1,0.3,70,18.7,66,17.6,3,0.8,1,0.3,5,1.3,1,0.3,4,1.1
E00068858,353,333,94.3,307,87,6,1.7,0,0,20,5.7,10,2.8,8,2.3,0,0,2,0.6,0,0,2,0.6,1,0.3,1,0.3,0,0,0,0,0,0,8,2.3,3,0.8,2,0.6,3,0.8,0,0,0,0,0,0
E00068859,346,277,80.1,248,71.7,6,1.7,4,1.2,19,5.5,6,1.7,4,1.2,0,0,1,0.3,1,0.3,6,1.7,0,0,0,0,0,0,5,1.4,1,0.3,52,15,39,11.3,3,0.9,10,2.9,5,1.4,0,0,5,1.4
E00068860,374,311,83.2,290,77.5,8,2.1,0,0,13,3.5,10,2.7,6,1.6,1,0.3,2,0.5,1,0.3,11,2.9,5,1.3,1,0.3,0,0,0,0,5,1.3,42,11.2,30,8,10,2.7,2,0.5,0,0,0,0,0,0
E00068861,415,275,66.3,267,64.3,3,0.7,0,0,5,1.2,15,3.6,7,1.7,2,0.5,3,0.7,3,0.7,11,2.7,4,1,0,0,0,0,0,0,7,1.7,109,26.3,94,22.7,6,1.4,9,2.2,5,1.2,5,1.2,0,0
E00068862,357,285,79.8,264,73.9,0,0,0,0,21,5.9,19,5.3,9,2.5,2,0.6,5,1.4,3,0.8,46,12.9,23,6.4,0,0,0,0,1,0.3,22,6.2,5,1.4,3,0.8,1,0.3,1,0.3,2,0.6,0,0,2,0.6
E00068863,398,303,76.1,245,61.6,3,0.8,0,0,55,13.8,20,5,10,2.5,2,0.5,3,0.8,5,1.3,64,16.1,33,8.3,12,3,0,0,4,1,15,3.8,5,1.3,1,0.3,4,1,0,0,6,1.5,5,1.3,1,0.3
E00068864,410,357,87.1,328,80,0,0,2,0.5,27,6.6,8,2,5,1.2,0,0,2,0.5,1,0.2,2,0.5,0,0,0,0,0,0,2,0.5,0,0,43,10.5,40,9.8,0,0,3,0.7,0,0,0,0,0,0
E00068865,337,252,74.8,245,72.7,0,0,0,0,7,2.1,9,2.7,6,1.8,1,0.3,1,0.3,1,0.3,53,15.7,45,13.4,0,0,0,0,0,0,8,2.4,10,3,8,2.4,1,0.3,1,0.3,13,3.9,4,1.2,9,2.7
E00068866,353,151,42.8,111,31.4,0,0,0,0,40,11.3,19,5.4,7,2,6,1.7,6,1.7,0,0,119,33.7,54,15.3,4,1.1,21,5.9,11,3.1,29,8.2,43,12.2,19,5.4,13,3.7,11,3.1,21,5.9,9,2.5,12,3.4
E00068867,220,77,35,62,28.2,1,0.5,0,0,14,6.4,13,5.9,4,1.8,4,1.8,4,1.8,1,0.5,83,37.7,20,9.1,6,2.7,1,0.5,29,13.2,27,12.3,21,9.5,14,6.4,3,1.4,4,1.8,26,11.8,10,4.5,16,7.3
E00068869,319,212,66.5,180,56.4,4,1.3,0,0,28,8.8,21,6.6,5,1.6,3,0.9,7,2.2,6,1.9,57,17.9,16,5,14,4.4,0,0,16,5,11,3.4,9,2.8,8,2.5,1,0.3,0,0,20,6.3,6,1.9,14,4.4
E00068870,303,158,52.1,148,48.8,2,0.7,0,0,8,2.6,13,4.3,4,1.3,1,0.3,4,1.3,4,1.3,71,23.4,12,4,4,1.3,0,0,19,6.3,36,11.9,22,7.3,14,4.6,6,2,2,0.7,39,12.9,28,9.2,11,3.6
